username,date,comment
[Deleted User],Jan-14,"Cool!And you have Predictions too!
I think that everything you said is dead on. It is a buyers market, unless you want the Accord. For quite a long time I have felt what most of us know, that the Accord is the most desirable mid-size on the market, so folks are not going to have salespeople begging at their feet at the local Honda store.
Also, The day of the Camry and it's supernatural build quality have passed. It is just another mid size sedan, and only the SE V 6 stands out as one I would gladly have in my driveway. Unfortunately, I would have the Honda and it's buttery smooth 3.5 instead, and so would many others.
My Optima has slipped below 10,000 units a month. There are a few new adverts for the Optima, with one about a father rushing home in his SX-L Optima to deliver a goldfish home before his young daughter realizes hers has passed; and replaced with an impostor. I think the restyle looks great in the front, but the ""diffuser"" in the back is a bit much, and does not at all do anything for under-car airflow like it does on real racing cars. A bit much is being kind. Garish is more like it."
[Deleted User],Jan-14,I have not heard anything about a refresh either. I can't understand why folks are not at Mazda dealers in droves for these cars. The Mazda 3 is almost even better than the 6. It's Audi-like interior and logical control layout is rated as superb. I can't wait to see more of them on the road..all of them.
brian125,Jan-14,The mazda 3 is a nice car but much to small to be a contender with adults.
benjaminh,Jan-14,"Actually, even the Accord can be had for big discounts. I got almost $2700 off msrp on my 2013 EXL Navi, and that's when the model was just a few months old. And some people have done better than that. And Honda is even offering 0.9% on the Accord for 5 years. So even on the Accord you can get a great value and a very good deal.
But you won't get 0% and 4000+ off list like with some Camry models. As everyone says, the Accord is just a better car than the Camry in pretty much every way, and so they don't have to give them away. At least not yet. But even Honda is feeling the competitive heat. I actually credit the Sonata and the Optima with making Honda step up its game and add lots of stuff as standard (including a direct injected engine) for a very good price.
With Honda looking for 30,000 new Accord customers every month, even they are blowing them out the doors to some extent...."
brian125,Jan-14,A camry per unit cost is over 1k per vehicle less than a Accord. That with Toyota's fleet sales puts them over the top.
m6user,Jan-14,"Mazda, from everything I've read in the news, seems to be pleased as punch with it's sales of the Mazda6 and sell about as many as they can build and ship over from Japan. I'd like to know from where somebody ""heard"" differently. They couldn't meet demand the first few months but are now catching up. The refresh doesn't appear to be any kind of drastic redesign but just the infotainment system is going to be changed to basically what the Mazda3 has. That system was not ready when the redesigned 6 went on sale early last year. Now, whether the 2015 Mazda6 will have it this year or the 2016 model which won't arrive until next year, 2015 I don't know. According to that autonews article apparently they don't know either and are guessing as to when the upgrade will be. Everyone is expecting the upgrade to the infotainment system after seeing the new one in the Mazda3 and it is pretty nice and does make the one in the Mazda6 seem ""old"" in comparison.
There is nothing in that article that insinuates that Mazda is disappointed with the Mazda6 sales."
brian125,Jan-14,"The toyota matrix was a nice little vehicle. I think it was discontinued. The mazda 3 is def. a better car.
Is the mazda 3 bigger than the hyundai veloster."
[Deleted User],Jan-14,"Right, and the Camry just didn't live up to it's customer expectations. The interior is cheap looking, with C/D saying it's materials were ""barely acceptable"" and ""is fake aluminum supposed to squishy and able to be scratched off with a fingernail? As a matter of fact, if Mr.Toyoda loses the ""best selling car in America"" moniker, I fully believe that the board of directors will expect him to commit Hari-Kari at sunrise the following morning."
akirby,Jan-14,"If the new Camry is anything like the prototype I saw a few months ago, the competition has nothing whatsoever to worry about. It's an improvement over the current one, but not by much."
benjaminh,Jan-14,"Didn't the Camry get a full redesign in 2012? If so, I think this would just be a mild refresh, since it's probably on a c. 5 year cycle for a full redesign? I bet, however, that they are beefing up the steel structure so that it can pass the IIHS small offset test."
wayne21,Jan-14,"I could not agree more on the mazda 6 interior. I think it has the sharpest exterior of the class, but once you open the door the party is over! It just looks dull and cheap! In fact, as much as I hate to admit this, I think it's worse than the camry's interior. I also think they are way overpriced. $30k for a 4 cyl? with a loser interior? I think they are more expensive than most of their equivalent counterparts."
ahightower,Jan-14,"They certainly begged me plenty, on the last weekend of the second quarter
But the car sells itself. I bought it despite the irritating salesman, not because of. Factory rebates are rare but dealers will sell at invoice. They know we know how to look things up online... Then they quickly tack it back on with ""dealer installed accessories"". It was not an easy negotiation from there, but deals can be had and financing is at 0.9%."
suydam,Jan-14,"I think their small dealer network is part of the problem and that probably keeps prices higher than they should be too. I had an '04 Mazda6 wagon awhile back. Terrific car. Wish they would make a wagon again. Very practical for dogs. It was a gas hog though, not like their current lineup. And back then there were at least 3 dealerships in the city closest to me. Now there's only 1."
wayne21,Jan-14,"I believe wagons are still made, but they call them crossovers. When I was shopping for a station wagon I bought a venza. To me it is a camry wagon. Cheapest, hardest plastic Toyota could find for an interior, but it had the wagon characteristics I was looking for."
[Deleted User],Jan-14,"I think Mazda is taking things step by step. First, they had to offer a solid foundation. A product that is great at the core. They can then introduce a more powerful engine (like a 2.0T) after generating some income and hopefully selling some top-end GT models that have a healthier profit margin than say the entry-level Sport model.
I have driven a Mazda 6 Touring. The interior is VERY well screwed together, and is just as nice in most ways as my Optima EX (a direct equivalent trim wise). My gripe with it was the small LED readouts and the never ending sea of black plastic, but it is at least good quality plastic. It handles like a dream though, and is absolutely stunning in red.
Lastly, $31,000 for a sedan with only 185 hp is not going to cut it for me either. Mazda better get some zoom under the hood ASAP... IMHO."
